# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  Johnson-Cousins
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = 0.150   Z = 0.0208100   Y = 0.27419542   Age (Myr) = 20.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        U       BX        B        V        R        I        J        H        K       L'        L        M
#========================================================================================================================================================================================================
  11.1600292401  11.1600292401   4.24615  3.59972   -0.9626  -3.2488  -3.2000  -4.8770  -5.6907  -6.4216  -7.4789  -8.2396  -8.4010  -8.5367  -8.5463  -8.2536
  11.1607124015  11.1607124015   4.24615  3.59983   -0.9656  -3.2511  -3.2023  -4.8788  -5.6920  -6.4221  -7.4787  -8.2390  -8.4002  -8.5359  -8.5455  -8.2528
  11.1613955628  11.1613955628   4.24609  3.59993   -0.9678  -3.2527  -3.2039  -4.8800  -5.6929  -6.4223  -7.4784  -8.2383  -8.3994  -8.5351  -8.5447  -8.2521
  11.1620787242  11.1620787242   4.24607  3.60000   -0.9696  -3.2540  -3.2052  -4.8810  -5.6936  -6.4225  -7.4782  -8.2379  -8.3989  -8.5346  -8.5441  -8.2516
  11.1627618855  11.1627618855   4.24610  3.60005   -0.9710  -3.2551  -3.2063  -4.8819  -5.6942  -6.4228  -7.4782  -8.2376  -8.3986  -8.5342  -8.5438  -8.2513
  11.1634450468  11.1634450468   4.24618  3.60009   -0.9722  -3.2561  -3.2073  -4.8827  -5.6949  -6.4231  -7.4783  -8.2376  -8.3985  -8.5341  -8.5437  -8.2512
  11.1641282082  11.1641282082   4.24630  3.60013   -0.9733  -3.2570  -3.2082  -4.8835  -5.6955  -6.4236  -7.4786  -8.2377  -8.3986  -8.5342  -8.5438  -8.2513
  11.1648113695  11.1648113695   4.24645  3.60016   -0.9744  -3.2579  -3.2091  -4.8843  -5.6962  -6.4241  -7.4789  -8.2380  -8.3988  -8.5344  -8.5440  -8.2515
  11.1654945309  11.1654945309   4.24662  3.60018   -0.9754  -3.2588  -3.2100  -4.8851  -5.6969  -6.4246  -7.4793  -8.2382  -8.3990  -8.5346  -8.5442  -8.2517
  11.1661776922  11.1661776922   4.24681  3.60021   -0.9764  -3.2597  -3.2110  -4.8860  -5.6977  -6.4252  -7.4797  -8.2386  -8.3993  -8.5349  -8.5445  -8.2520
  11.1668608536  11.1668608536   4.24701  3.60024   -0.9775  -3.2607  -3.2119  -4.8868  -5.6985  -6.4258  -7.4802  -8.2389  -8.3997  -8.5353  -8.5448  -8.2523
  11.1675440149  11.1675440149   4.24722  3.60026   -0.9786  -3.2617  -3.2129  -4.8877  -5.6992  -6.4264  -7.4807  -8.2393  -8.4000  -8.5356  -8.5452  -8.2527
  11.1682271763  11.1682271763   4.24743  3.60029   -0.9797  -3.2627  -3.2140  -4.8887  -5.7001  -6.4270  -7.4811  -8.2396  -8.4003  -8.5359  -8.5455  -8.2530
  11.1689103376  11.1689103376   4.24773  3.60032   -0.9812  -3.2641  -3.2153  -4.8899  -5.7012  -6.4279  -7.4819  -8.2402  -8.4009  -8.5364  -8.5460  -8.2535
  11.1695934989  11.1695934989   4.24824  3.60037   -0.9833  -3.2661  -3.2174  -4.8919  -5.7029  -6.4293  -7.4831  -8.2412  -8.4018  -8.5374  -8.5470  -8.2545
  11.1702766603  11.1702766603   4.24880  3.60042   -0.9858  -3.2685  -3.2197  -4.8941  -5.7049  -6.4310  -7.4844  -8.2423  -8.4029  -8.5385  -8.5480  -8.2555
  11.1709598216  11.1709598216   4.24947  3.60049   -0.9889  -3.2715  -3.2227  -4.8968  -5.7074  -6.4329  -7.4859  -8.2436  -8.4041  -8.5396  -8.5492  -8.2567
  11.1716429830  11.1716429830   4.25032  3.60058   -0.9929  -3.2752  -3.2264  -4.9002  -5.7104  -6.4354  -7.4879  -8.2452  -8.4056  -8.5411  -8.5507  -8.2582
  11.1723261443  11.1723261443   4.25112  3.60070   -0.9976  -3.2793  -3.2306  -4.9040  -5.7137  -6.4378  -7.4897  -8.2465  -8.4068  -8.5423  -8.5519  -8.2594
  11.1730093057  11.1730093057   4.25174  3.60086   -1.0028  -3.2837  -3.2349  -4.9078  -5.7168  -6.4400  -7.4910  -8.2472  -8.4072  -8.5428  -8.5523  -8.2599
  11.1736924670  11.1736924670   4.25210  3.60104   -1.0081  -3.2879  -3.2391  -4.9112  -5.7196  -6.4415  -7.4916  -8.2471  -8.4069  -8.5424  -8.5520  -8.2596
  11.1743756284  11.1743756284   4.25229  3.60121   -1.0129  -3.2915  -3.2427  -4.9141  -5.7217  -6.4426  -7.4918  -8.2466  -8.4063  -8.5417  -8.5512  -8.2589
  11.1750587897  11.1750587897   4.25242  3.60136   -1.0170  -3.2945  -3.2457  -4.9165  -5.7235  -6.4435  -7.4919  -8.2461  -8.4056  -8.5410  -8.5506  -8.2583
  11.1757419510  11.1757419510   4.25254  3.60148   -1.0203  -3.2969  -3.2482  -4.9184  -5.7250  -6.4442  -7.4920  -8.2458  -8.4051  -8.5405  -8.5500  -8.2578
  11.1764251124  11.1764251124   4.25264  3.60158   -1.0232  -3.2990  -3.2502  -4.9200  -5.7262  -6.4448  -7.4920  -8.2455  -8.4047  -8.5400  -8.5496  -8.2574
  11.1771082737  11.1771082737   4.25282  3.60166   -1.0256  -3.3008  -3.2521  -4.9216  -5.7274  -6.4456  -7.4924  -8.2455  -8.4046  -8.5399  -8.5495  -8.2573
  11.1777914351  11.1777914351   4.25299  3.60173   -1.0278  -3.3025  -3.2538  -4.9229  -5.7285  -6.4462  -7.4927  -8.2456  -8.4046  -8.5399  -8.5494  -8.2573
  11.1784745964  11.1784745964   4.25321  3.60179   -1.0298  -3.3041  -3.2554  -4.9243  -5.7296  -6.4470  -7.4931  -8.2458  -8.4047  -8.5400  -8.5496  -8.2575
  11.1791577578  11.1791577578   4.25345  3.60184   -1.0316  -3.3056  -3.2569  -4.9256  -5.7307  -6.4478  -7.4936  -8.2461  -8.4050  -8.5403  -8.5498  -8.2577
  11.1798409191  11.1798409191   4.25376  3.60190   -1.0337  -3.3073  -3.2586  -4.9271  -5.7320  -6.4487  -7.4943  -8.2465  -8.4054  -8.5406  -8.5502  -8.2581
  11.1805240805  11.1805240805   4.25409  3.60195   -1.0358  -3.3091  -3.2603  -4.9286  -5.7333  -6.4497  -7.4950  -8.2471  -8.4059  -8.5411  -8.5506  -8.2586
  11.1812072418  11.1812072418   4.25443  3.60200   -1.0379  -3.3108  -3.2621  -4.9302  -5.7347  -6.4508  -7.4958  -8.2476  -8.4063  -8.5416  -8.5511  -8.2591
  11.1818904031  11.1818904031   4.25490  3.60207   -1.0405  -3.3131  -3.2643  -4.9322  -5.7365  -6.4522  -7.4969  -8.2484  -8.4071  -8.5423  -8.5519  -8.2598
  11.1825735645  11.1825735645   4.25565  3.60214   -1.0440  -3.3163  -3.2675  -4.9352  -5.7391  -6.4543  -7.4986  -8.2499  -8.4085  -8.5437  -8.5532  -8.2612
  11.1832567258  11.1832567258   4.25656  3.60223   -1.0480  -3.3199  -3.2712  -4.9385  -5.7421  -6.4569  -7.5008  -8.2517  -8.4102  -8.5454  -8.5549  -8.2629
  11.1839398872  11.1839398872   4.25775  3.60232   -1.0529  -3.3244  -3.2757  -4.9427  -5.7460  -6.4602  -7.5036  -8.2541  -8.4125  -8.5477  -8.5573  -8.2652
  11.1846230485  11.1846230485   4.25917  3.60245   -1.0591  -3.3301  -3.2814  -4.9480  -5.7507  -6.4642  -7.5070  -8.2569  -8.4152  -8.5504  -8.5599  -8.2679
  11.1853062099  11.1853062099   4.26059  3.60264   -1.0672  -3.3369  -3.2881  -4.9540  -5.7560  -6.4684  -7.5102  -8.2594  -8.4174  -8.5526  -8.5622  -8.2701
  11.1859893712  11.1859893712   4.26175  3.60291   -1.0767  -3.3443  -3.2955  -4.9603  -5.7613  -6.4722  -7.5126  -8.2608  -8.4185  -8.5536  -8.5632  -8.2713
  11.1866725326  11.1866725326   4.26262  3.60323   -1.0869  -3.3517  -3.3030  -4.9664  -5.7661  -6.4754  -7.5143  -8.2612  -8.4187  -8.5537  -8.5633  -8.2714
  11.1873556939  11.1873556939   4.26329  3.60353   -1.0966  -3.3584  -3.3097  -4.9718  -5.7703  -6.4781  -7.5154  -8.2612  -8.4183  -8.5532  -8.5628  -8.2711
  11.1880388552  11.1880388552   4.26391  3.60379   -1.1049  -3.3642  -3.3155  -4.9764  -5.7739  -6.4804  -7.5165  -8.2614  -8.4182  -8.5530  -8.5626  -8.2710
  11.1887220166  11.1887220166   4.26455  3.60400   -1.1119  -3.3691  -3.3205  -4.9804  -5.7772  -6.4827  -7.5178  -8.2619  -8.4184  -8.5532  -8.5628  -8.2712
  11.1894051779  11.1894051779   4.26534  3.60418   -1.1187  -3.3741  -3.3255  -4.9846  -5.7806  -6.4852  -7.5194  -8.2628  -8.4192  -8.5539  -8.5635  -8.2720
  11.1900883393  11.1900883393   4.26628  3.60436   -1.1256  -3.3793  -3.3307  -4.9890  -5.7844  -6.4881  -7.5215  -8.2642  -8.4203  -8.5550  -8.5646  -8.2732
  11.1907715006  11.1907715006   4.26744  3.60456   -1.1334  -3.3853  -3.3367  -4.9941  -5.7888  -6.4916  -7.5241  -8.2660  -8.4220  -8.5566  -8.5662  -8.2748
  11.1914546620  11.1914546620   4.26873  3.60477   -1.1417  -3.3917  -3.3431  -4.9996  -5.7936  -6.4955  -7.5269  -8.2680  -8.4238  -8.5584  -8.5680  -8.2766
  11.1921378233  11.1921378233   4.27022  3.60500   -1.1513  -3.3990  -3.3504  -5.0060  -5.7990  -6.4999  -7.5302  -8.2705  -8.4260  -8.5605  -8.5701  -8.2788
  11.1928209847  11.1928209847   4.27186  3.60526   -1.1619  -3.4071  -3.3586  -5.0129  -5.8050  -6.5048  -7.5339  -8.2731  -8.4284  -8.5628  -8.5724  -8.2812
  11.1935041460  11.1935041460   4.27361  3.60556   -1.1739  -3.4161  -3.3675  -5.0206  -5.8115  -6.5100  -7.5378  -8.2759  -8.4308  -8.5652  -8.5748  -8.2837
  11.1941873073  11.1941873073   4.27548  3.60590   -1.1872  -3.4258  -3.3773  -5.0288  -5.8185  -6.5157  -7.5419  -8.2787  -8.4333  -8.5676  -8.5772  -8.2862
  11.1948704687  11.1948704687   4.27759  3.60627   -1.2021  -3.4366  -3.3882  -5.0380  -5.8264  -6.5220  -7.5465  -8.2819  -8.4361  -8.5703  -8.5799  -8.2890
  11.1955536300  11.1955536300   4.27998  3.60668   -1.2189  -3.4487  -3.4003  -5.0482  -5.8351  -6.5291  -7.5518  -8.2856  -8.4394  -8.5734  -8.5831  -8.2923
  11.1962367914  11.1962367914   4.28272  3.60714   -1.2375  -3.4623  -3.4139  -5.0597  -5.8449  -6.5372  -7.5579  -8.2900  -8.4433  -8.5772  -8.5869  -8.2962
  11.1969199527  11.1969199527   4.28596  3.60766   -1.2592  -3.4779  -3.4295  -5.0729  -5.8563  -6.5467  -7.5651  -8.2952  -8.4480  -8.5818  -8.5915  -8.3009
  11.1976031141  11.1976031141   4.28975  3.60825   -1.2843  -3.4960  -3.4477  -5.0882  -5.8695  -6.5578  -7.5736  -8.3014  -8.4536  -8.5872  -8.5969  -8.3065
  11.1982862754  11.1982862754   4.29430  3.60892   -1.3130  -3.5168  -3.4686  -5.1060  -5.8849  -6.5710  -7.5838  -8.3091  -8.4606  -8.5941  -8.6038  -8.3136
  11.1989694368  11.1989694368   4.30192  3.60943   -1.3435  -3.5428  -3.4946  -5.1301  -5.9071  -6.5914  -7.6021  -8.3252  -8.4762  -8.6097  -8.6194  -8.3291
  11.1996525981  11.1996525981   4.31497  3.61006   -1.3883  -3.5835  -3.5353  -5.1688  -5.9437  -6.6258  -7.6338  -8.3540  -8.5046  -8.6381  -8.6479  -8.3573
  11.2003357595  11.2003357595   4.32934  3.61166   -1.4652  -3.6419  -3.5939  -5.2201  -5.9893  -6.6660  -7.6671  -8.3810  -8.5299  -8.6631  -8.6729  -8.3826
  11.2010189208  11.2010189208   4.34190  3.61460   -1.5778  -3.7171  -3.6694  -5.2809  -6.0394  -6.7054  -7.6933  -8.3962  -8.5420  -8.6742  -8.6841  -8.3948
  11.2017020821  11.2017020821   4.35282  3.61884   -1.7245  -3.8111  -3.7639  -5.3538  -6.0963  -6.7451  -7.7130  -8.4000  -8.5410  -8.6718  -8.6818  -8.3942
  11.2023852435  11.2023852435   4.36776  3.63059   -2.1014  -4.0284  -3.9826  -5.5093  -6.2099  -6.8140  -7.7269  -8.3725  -8.5003  -8.6258  -8.6359  -8.3556
  11.2030684048  11.2030684048   4.37862  3.66065   -2.9973  -4.4580  -4.4177  -5.7636  -6.3766  -6.8980  -7.6781  -8.2329  -8.3303  -8.4362  -8.4449  -8.1990
  11.2037515662  11.2037515662   4.38555  3.69953   -3.9674  -4.9304  -4.8981  -5.9907  -6.5044  -6.9486  -7.5708  -8.0206  -8.0893  -8.1652  -8.1719  -8.0033
  11.2044347275  11.2044347275   4.39036  3.73427   -4.6166  -5.2947  -5.2695  -6.1377  -6.5611  -6.9413  -7.4480  -7.8052  -7.8639  -7.9182  -7.9244  -7.8356
  11.2051178889  11.2051178889   4.39359  3.76392   -5.0561  -5.5697  -5.5501  -6.2339  -6.5808  -6.9021  -7.3226  -7.6052  -7.6574  -7.7022  -7.7085  -7.6735
  11.2058010502  11.2058010502   4.39563  3.78915   -5.3414  -5.7714  -5.7564  -6.2947  -6.5776  -6.8472  -7.2013  -7.4264  -7.4714  -7.5143  -7.5208  -7.5109
  11.2064842116  11.2064842116   4.39669  3.81032   -5.5353  -5.9229  -5.9113  -6.3313  -6.5614  -6.7875  -7.0896  -7.2703  -7.3098  -7.3521  -7.3588  -7.3581
  11.2071673729  11.2071673729   4.39702  3.82784   -5.6714  -6.0350  -6.0262  -6.3487  -6.5358  -6.7274  -6.9898  -7.1383  -7.1732  -7.2153  -7.2220  -7.2232
  11.2078505342  11.2078505342   4.39685  3.84218   -5.7696  -6.1142  -6.1075  -6.3566  -6.5095  -6.6733  -6.9046  -7.0291  -7.0603  -7.1016  -7.1084  -7.1097
  11.2085336956  11.2085336956   4.39639  3.85382   -5.8398  -6.1639  -6.1588  -6.3585  -6.4864  -6.6284  -6.8351  -6.9416  -6.9695  -7.0096  -7.0161  -7.0171
  11.2092168569  11.2092168569   4.39587  3.86323   -5.8936  -6.1991  -6.1950  -6.3578  -6.4664  -6.5913  -6.7781  -6.8708  -6.8958  -6.9347  -6.9410  -6.9416
  11.2099000183  11.2099000183   4.39536  3.87078   -5.9347  -6.2220  -6.2187  -6.3544  -6.4488  -6.5608  -6.7320  -6.8147  -6.8372  -6.8749  -6.8809  -6.8811
  11.2105831796  11.2105831796   4.39503  3.87691   -5.9671  -6.2391  -6.2364  -6.3510  -6.4341  -6.5360  -6.6947  -6.7693  -6.7899  -6.8266  -6.8323  -6.8322
  11.2112663410  11.2112663410   4.39483  3.88194   -5.9921  -6.2488  -6.2467  -6.3458  -6.4210  -6.5156  -6.6644  -6.7335  -6.7525  -6.7882  -6.7936  -6.7932
  11.2119495023  11.2119495023   4.39484  3.88604   -6.0131  -6.2577  -6.2560  -6.3424  -6.4109  -6.4993  -6.6399  -6.7042  -6.7219  -6.7568  -6.7620  -6.7613
  11.2126326637  11.2126326637   4.39503  3.88937   -6.0301  -6.2641  -6.2627  -6.3395  -6.4029  -6.4865  -6.6204  -6.6811  -6.6976  -6.7319  -6.7369  -6.7360
  11.2133158250  11.2133158250   4.39526  3.89211   -6.0437  -6.2683  -6.2671  -6.3366  -6.3961  -6.4761  -6.6047  -6.6625  -6.6782  -6.7119  -6.7168  -6.7156
  11.2139989863  11.2139989863   4.39539  3.89438   -6.0545  -6.2708  -6.2698  -6.3336  -6.3902  -6.4674  -6.5914  -6.6472  -6.6621  -6.6953  -6.7001  -6.6987
  11.2146821477  11.2146821477   4.39536  3.89628   -6.0631  -6.2725  -6.2716  -6.3307  -6.3848  -6.4596  -6.5800  -6.6340  -6.6482  -6.6811  -6.6857  -6.6842
  11.2153653090  11.2153653090   4.39524  3.89790   -6.0704  -6.2739  -6.2731  -6.3281  -6.3800  -6.4528  -6.5700  -6.6224  -6.6361  -6.6686  -6.6731  -6.6715
  11.2160484704  11.2160484704   4.39512  3.89928   -6.0768  -6.2753  -6.2747  -6.3260  -6.3759  -6.4468  -6.5613  -6.6124  -6.6255  -6.6577  -6.6623  -6.6605
  11.2167316317  11.2167316317   4.39503  3.90049   -6.0823  -6.2766  -6.2761  -6.3241  -6.3723  -6.4417  -6.5538  -6.6036  -6.6164  -6.6483  -6.6528  -6.6509
  11.2183553237  11.2183553237   4.39495  3.90260   -6.0918  -6.2783  -6.2780  -6.3207  -6.3661  -6.4328  -6.5408  -6.5886  -6.6006  -6.6321  -6.6365  -6.6344
  11.2199790157  11.2199790157   4.39505  3.90431   -6.0992  -6.2789  -6.2788  -6.3179  -6.3614  -6.4261  -6.5308  -6.5771  -6.5885  -6.6197  -6.6240  -6.6218
  11.2216027076  11.2216027076   4.39527  3.90577   -6.1053  -6.2791  -6.2790  -6.3155  -6.3575  -6.4207  -6.5226  -6.5678  -6.5787  -6.6096  -6.6138  -6.6115
  11.2232263996  11.2232263996   4.39554  3.90707   -6.1108  -6.2792  -6.2793  -6.3135  -6.3542  -6.4160  -6.5155  -6.5597  -6.5702  -6.6007  -6.6049  -6.6025
  11.2248500916  11.2248500916   4.39585  3.90825   -6.1160  -6.2796  -6.2798  -6.3118  -6.3513  -6.4119  -6.5092  -6.5525  -6.5625  -6.5929  -6.5969  -6.5945
  11.2264737836  11.2264737836   4.39616  3.90933   -6.1210  -6.2804  -6.2806  -6.3105  -6.3488  -6.4082  -6.5035  -6.5459  -6.5555  -6.5857  -6.5897  -6.5872
  11.2280974755  11.2280974755   4.39649  3.91031   -6.1257  -6.2814  -6.2817  -6.3094  -6.3466  -6.4048  -6.4984  -6.5399  -6.5492  -6.5791  -6.5831  -6.5805
  11.2297211675  11.2297211675   4.39680  3.91122   -6.1302  -6.2823  -6.2826  -6.3085  -6.3446  -6.4018  -6.4936  -6.5344  -6.5434  -6.5732  -6.5771  -6.5744
  11.2313448595  11.2313448595   4.39711  3.91205   -6.1342  -6.2830  -6.2834  -6.3076  -6.3428  -6.3991  -6.4893  -6.5294  -6.5381  -6.5677  -6.5716  -6.5688
  11.2329685515  11.2329685515   4.39740  3.91281   -6.1379  -6.2835  -6.2839  -6.3068  -6.3412  -6.3967  -6.4855  -6.5249  -6.5333  -6.5628  -6.5667  -6.5638
  11.2345922434  11.2345922434   4.39766  3.91349   -6.1412  -6.2837  -6.2842  -6.3059  -6.3398  -6.3946  -6.4821  -6.5210  -6.5291  -6.5585  -6.5623  -6.5594
  11.2362159354  11.2362159354   4.39816  3.91409   -6.1446  -6.2843  -6.2848  -6.3058  -6.3391  -6.3934  -6.4797  -6.5182  -6.5261  -6.5553  -6.5591  -6.5562
  11.2378396274  11.2378396274   4.39992  3.91464   -6.1512  -6.2879  -6.2884  -6.3088  -6.3418  -6.3956  -6.4808  -6.5188  -6.5266  -6.5556  -6.5594  -6.5565
  11.2394633194  11.2394633194   4.40279  3.91539   -6.1611  -6.2936  -6.2941  -6.3140  -6.3467  -6.3999  -6.4835  -6.5210  -6.5284  -6.5573  -6.5611  -6.5581
  11.2410870113  11.2410870113   4.40405  3.91639   -6.1677  -6.2946  -6.2951  -6.3144  -6.3467  -6.3992  -6.4807  -6.5175  -6.5246  -6.5533  -6.5570  -6.5540
  11.2427107033  11.2427107033   4.40398  3.91706   -6.1696  -6.2928  -6.2934  -6.3123  -6.3444  -6.3965  -6.4766  -6.5129  -6.5198  -6.5483  -6.5520  -6.5489
  11.2443343953  11.2443343953   4.40428  3.91742   -6.1715  -6.2927  -6.2933  -6.3121  -6.3440  -6.3958  -6.4752  -6.5113  -6.5181  -6.5465  -6.5502  -6.5471
  11.2459580873  11.2459580873   4.40481  3.91768   -6.1737  -6.2934  -6.2940  -6.3126  -6.3445  -6.3961  -6.4750  -6.5109  -6.5176  -6.5459  -6.5496  -6.5465
  11.2475817792  11.2475817792   4.40551  3.91790   -6.1761  -6.2946  -6.2952  -6.3137  -6.3455  -6.3971  -6.4755  -6.5112  -6.5178  -6.5461  -6.5498  -6.5467
  11.2492054712  11.2492054712   4.40645  3.91808   -6.1791  -6.2965  -6.2971  -6.3155  -6.3473  -6.3987  -6.4767  -6.5124  -6.5189  -6.5471  -6.5508  -6.5477
  11.2508291632  11.2508291632   4.40779  3.91827   -6.1831  -6.2994  -6.3000  -6.3183  -6.3500  -6.4013  -6.4789  -6.5145  -6.5209  -6.5491  -6.5528  -6.5497
  11.2524528552  11.2524528552   4.40985  3.91850   -6.1892  -6.3039  -6.3046  -6.3228  -6.3544  -6.4056  -6.4827  -6.5181  -6.5244  -6.5526  -6.5563  -6.5531
  11.2540765471  11.2540765471   4.41320  3.91885   -6.1989  -6.3114  -6.3121  -6.3301  -6.3616  -6.4126  -6.4889  -6.5241  -6.5303  -6.5585  -6.5621  -6.5589
  11.2557002391  11.2557002391   4.41870  3.91947   -6.2149  -6.3237  -6.3244  -6.3420  -6.3733  -6.4239  -6.4989  -6.5338  -6.5397  -6.5677  -6.5714  -6.5681
  11.2573239311  11.2573239311   4.42734  3.92088   -6.2413  -6.3424  -6.3432  -6.3594  -6.3901  -6.4397  -6.5119  -6.5460  -6.5513  -6.5790  -6.5826  -6.5793
  11.2589476231  11.2589476231   4.43997  3.93545   -6.3132  -6.3458  -6.3472  -6.3463  -6.3691  -6.4082  -6.4547  -6.4800  -6.4799  -6.5042  -6.5071  -6.5026
  11.2605713150  11.2605713150   4.44958  3.96574   -6.3832  -6.2910  -6.2934  -6.2607  -6.2706  -6.2902  -6.2905  -6.3008  -6.2900  -6.3055  -6.3064  -6.2990
  11.2621950070  11.2621950070   4.45319  3.99396   -6.4096  -6.1952  -6.1981  -6.1499  -6.1539  -6.1604  -6.1224  -6.1216  -6.1040  -6.1126  -6.1116  -6.1016
  11.2638186990  11.2638186990   4.45364  4.01220   -6.4109  -6.1248  -6.1281  -6.0694  -6.0686  -6.0667  -6.0071  -5.9996  -5.9785  -5.9832  -5.9812  -5.9700
  11.2654423910  11.2654423910   4.45295  4.02260   -6.4048  -6.0810  -6.0844  -6.0195  -6.0158  -6.0091  -5.9381  -5.9269  -5.9039  -5.9066  -5.9042  -5.8922
  11.2670660829  11.2670660829   4.45237  4.02792   -6.3999  -6.0576  -6.0611  -5.9930  -5.9877  -5.9786  -5.9020  -5.8890  -5.8650  -5.8666  -5.8641  -5.8517
  11.2686897749  11.2686897749   4.45217  4.03054   -6.3974  -6.0462  -6.0497  -5.9801  -5.9740  -5.9636  -5.8843  -5.8704  -5.8460  -5.8471  -5.8445  -5.8319
  11.2703134669  11.2703134669   4.45226  4.03187   -6.3966  -6.0409  -6.0445  -5.9740  -5.9675  -5.9565  -5.8758  -5.8615  -5.8368  -5.8377  -5.8350  -5.8223
  11.2719371589  11.2719371589   4.45249  4.03260   -6.3966  -6.0384  -6.0420  -5.9710  -5.9644  -5.9530  -5.8716  -5.8570  -5.8322  -5.8330  -5.8302  -5.8175
  11.2735608508  11.2735608508   4.45278  4.03305   -6.3969  -6.0373  -6.0408  -5.9696  -5.9629  -5.9513  -5.8694  -5.8546  -5.8298  -5.8305  -5.8277  -5.8150
  11.2751845428  11.2751845428   4.45310  4.03334   -6.3975  -6.0368  -6.0404  -5.9691  -5.9622  -5.9505  -5.8683  -5.8534  -5.8285  -5.8292  -5.8264  -5.8136
  11.2768082348  11.2768082348   4.45343  4.03354   -6.3982  -6.0368  -6.0404  -5.9689  -5.9620  -5.9502  -5.8678  -5.8529  -5.8279  -5.8285  -5.8257  -5.8130
  11.2784319268  11.2784319268   4.45377  4.03369   -6.3989  -6.0370  -6.0406  -5.9690  -5.9621  -5.9502  -5.8676  -5.8527  -5.8277  -5.8283  -5.8255  -5.8127
  11.2800556187  11.2800556187   4.45412  4.03380   -6.3997  -6.0374  -6.0410  -5.9694  -5.9624  -5.9504  -5.8678  -5.8528  -5.8278  -5.8284  -5.8255  -5.8128
  11.2816793107  11.2816793107   4.45448  4.03390   -6.4006  -6.0379  -6.0414  -5.9698  -5.9628  -5.9508  -5.8680  -5.8530  -5.8280  -5.8286  -5.8257  -5.8130
  11.2833030027  11.2833030027   4.45483  4.03398   -6.4014  -6.0384  -6.0419  -5.9703  -5.9632  -5.9512  -5.8684  -5.8534  -5.8283  -5.8289  -5.8260  -5.8133
  11.2849266947  11.2849266947   4.45573  4.03423   -6.4035  -6.0395  -6.0431  -5.9713  -5.9642  -5.9521  -5.8690  -5.8539  -5.8288  -5.8293  -5.8264  -5.8136
  11.2865503866  11.2865503866   4.46079  4.03636   -6.4147  -6.0428  -6.0465  -5.9736  -5.9659  -5.9530  -5.8676  -5.8519  -5.8264  -5.8266  -5.8236  -5.8107
  11.2881740786  11.2881740786   4.46603  4.04388   -6.4201  -6.0234  -6.0272  -5.9500  -5.9401  -5.9239  -5.8310  -5.8129  -5.7860  -5.7849  -5.7817  -5.7684
  11.2897977706  11.2897977706   4.46186  4.05163   -6.3990  -5.9801  -5.9839  -5.9017  -5.8891  -5.8692  -5.7691  -5.7484  -5.7201  -5.7176  -5.7140  -5.7003
  11.2914214626  11.2914214626   4.45617  4.05221   -6.3834  -5.9638  -5.9676  -5.8848  -5.8718  -5.8516  -5.7510  -5.7300  -5.7016  -5.6989  -5.6953  -5.6816
  11.2930451545  11.2930451545   4.45476  4.04818   -6.3853  -5.9775  -5.9813  -5.9011  -5.8895  -5.8711  -5.7743  -5.7546  -5.7269  -5.7250  -5.7215  -5.7080
  11.2946688465  11.2946688465   4.45546  4.04398   -6.3925  -5.9974  -6.0011  -5.9235  -5.9132  -5.8967  -5.8039  -5.7856  -5.7586  -5.7575  -5.7542  -5.7409
  11.2962925385  11.2962925385   4.45650  4.04092   -6.3988  -6.0131  -6.0168  -5.9410  -5.9317  -5.9166  -5.8268  -5.8094  -5.7830  -5.7824  -5.7793  -5.7661
  11.2979162305  11.2979162305   4.45742  4.03898   -6.4033  -6.0236  -6.0273  -5.9526  -5.9440  -5.9298  -5.8419  -5.8252  -5.7992  -5.7989  -5.7958  -5.7827
  11.2995399224  11.2995399224   4.45814  4.03785   -6.4063  -6.0302  -6.0338  -5.9599  -5.9517  -5.9380  -5.8512  -5.8349  -5.8091  -5.8090  -5.8060  -5.7930
  11.3011636144  11.3011636144   4.45873  4.03719   -6.4085  -6.0344  -6.0380  -5.9645  -5.9565  -5.9431  -5.8570  -5.8409  -5.8153  -5.8153  -5.8123  -5.7993
  11.3027873064  11.3027873064   4.45922  4.03681   -6.4101  -6.0372  -6.0408  -5.9675  -5.9597  -5.9465  -5.8607  -5.8448  -5.8192  -5.8193  -5.8163  -5.8034
  11.3044109984  11.3044109984   4.46019  4.03678   -6.4127  -6.0397  -6.0433  -5.9701  -5.9623  -5.9491  -5.8633  -5.8474  -5.8219  -5.8220  -5.8190  -5.8061
  11.3060346903  11.3060346903   4.46486  4.03893   -6.4226  -6.0419  -6.0456  -5.9713  -5.9629  -5.9489  -5.8609  -5.8443  -5.8183  -5.8181  -5.8151  -5.8020
  11.3076583823  11.3076583823   4.46622  4.04538   -6.4186  -6.0174  -6.0212  -5.9431  -5.9327  -5.9158  -5.8216  -5.8029  -5.7757  -5.7744  -5.7711  -5.7577
  11.3092820743  11.3092820743   4.46227  4.04899   -6.4036  -5.9923  -5.9961  -5.9156  -5.9040  -5.8853  -5.7877  -5.7678  -5.7400  -5.7379  -5.7345  -5.7210
  11.3109057663  11.3109057663   4.46022  4.04674   -6.4013  -5.9970  -6.0007  -5.9216  -5.9106  -5.8930  -5.7975  -5.7783  -5.7509  -5.7492  -5.7459  -5.7324
